,0,1,2,3,4,5
0,14.5,14.0,14.6,14.5,14.5,14.5
1,14.4,14.0,14.2,14.1,14.2,14.2
2,14.8,14.3,14.2,14.1,14.1,14.1
3,27.5,50.9,36.3,31.3,31.3,31.3
4,14.0,14.8,20.3,20.3,20.3,20.3
5,14.0,14.0,22.1,27.5,27.5,27.5
6,14.0,14.0,14.0,14.0,14.0,14.0
7,15.4,14.5,14.3,14.3,14.3,14.3
8,14.8,14.3,14.2,14.1,14.1,14.1
9,17.0,17.0,15.8,15.8,15.4,15.4
10,14.0,14.6,14.4,14.4,14.4,14.4
11,14.0,14.2,14.3,14.5,14.5,14.5
12,14.3,14.0,14.0,14.0,14.0,14.0
13,15.8,14.6,14.4,14.4,14.4,14.4
14,14.8,14.3,14.1,14.1,14.1,14.1
15,22.1,15.8,15.4,15.1,15.1,15.1
16,15.1,14.3,14.2,14.2,14.2,14.2
17,17.0,22.1,18.9,17.8,17.8,17.8
18,14.0,14.3,14.5,14.5,14.5,14.5
19,14.0,14.0,14.0,14.0,14.0,14.0
20,18.9,15.4,14.8,14.6,14.6,14.6
21,42.7,20.3,18.9,17.8,17.8,17.8
22,14.2,14.1,14.8,14.8,14.8,14.8
23,14.0,14.0,14.0,14.0,14.0,14.0
24,14.4,15.4,14.6,14.6,14.6,14.6
25,14.0,17.8,17.8,22.1,22.1,22.1
26,14.0,14.0,14.0,14.0,14.0,14.0
27,14.8,14.3,14.1,14.2,14.2,14.2
28,36.3,20.3,17.0,17.0,17.0,17.0
29,42.7,20.3,17.8,17.0,17.0,17.0
30,24.5,22.1,20.3,20.3,20.3,20.3
31,14.0,14.0,14.0,14.0,14.0,14.0
32,14.8,14.8,14.8,14.8,14.8,14.8
33,14.0,14.0,14.0,14.0,14.0,14.0
34,17.0,14.8,14.5,14.5,14.5,14.5
35,230.4,61.6,36.3,31.3,31.3,31.3
36,24.5,17.0,15.8,15.4,15.4,15.4
37,115.5,36.3,24.5,22.1,22.1,22.1
38,15.4,14.5,14.3,14.2,14.2,14.2
39,16.3,36.3,27.5,24.5,24.5,24.5
40,14.0,20.3,20.3,20.3,20.3,20.3
41,14.0,14.0,14.0,14.0,14.0,14.0
42,15.4,14.5,14.3,14.2,14.2,14.2
43,14.8,15.4,14.8,14.6,14.6,14.6
44,14.0,14.6,14.8,14.8,14.8,14.8
45,14.0,14.0,14.0,14.0,14.0,14.0
46,27.5,17.0,15.8,15.8,15.8,15.8
47,15.1,14.4,14.6,14.6,14.6,14.6
