,0,1,2,3,4,5,6,7,8,9
0,75.2,61.6,50.9,50.9,50.9,42.7,42.7,42.7,36.3,36.3
1,31.3,31.3,27.5,24.5,24.5,36.3,36.3,36.3,50.9,50.9
2,17.8,17.8,17.8,17.0,17.0,20.3,20.3,20.3,27.5,27.5
3,16.3,24.5,22.1,22.1,22.1,22.1,22.1,22.1,22.1,22.1
4,15.8,115.5,92.8,92.8,115.5,115.5,115.5,115.5,92.8,92.8
5,15.4,18.9,17.8,17.8,36.3,36.3,36.3,36.3,36.3,36.3
6,17.0,17.0,16.3,16.3,17.8,18.9,18.9,20.3,22.1,22.1
7,17.0,31.3,27.5,24.5,24.5,24.5,27.5,27.5,61.6,61.6
8,15.1,17.8,18.9,18.9,17.8,17.8,17.8,17.8,22.1,22.1
9,17.0,16.3,61.6,61.6,61.6,50.9,50.9,50.9,50.9,50.9
10,17.0,15.8,50.9,50.9,61.6,61.6,61.6,92.8,75.2,75.2
11,17.0,16.3,17.0,16.3,17.8,17.0,17.8,18.9,18.9,18.9
12,36.3,36.3,31.3,31.3,27.5,24.5,24.5,24.5,24.5,24.5
13,144.6,115.5,92.8,92.8,92.8,75.2,75.2,75.2,61.6,61.6
14,115.5,92.8,75.2,61.6,61.6,61.6,61.6,50.9,50.9,50.9
15,115.5,92.8,75.2,61.6,61.6,61.6,61.6,50.9,50.9,50.9
16,92.8,75.2,61.6,61.6,50.9,50.9,50.9,50.9,42.7,42.7
17,92.8,75.2,61.6,61.6,61.6,50.9,50.9,50.9,50.9,50.9
18,144.6,115.5,115.5,92.8,92.8,75.2,75.2,75.2,61.6,61.6
19,115.5,92.8,75.2,75.2,61.6,61.6,61.6,61.6,50.9,50.9
20,61.6,61.6,50.9,50.9,42.7,36.3,36.3,36.3,36.3,36.3
21,36.3,36.3,31.3,31.3,27.5,24.5,24.5,24.5,24.5,24.5
22,50.9,42.7,36.3,36.3,36.3,31.3,31.3,31.3,31.3,31.3
23,42.7,36.3,36.3,31.3,31.3,31.3,27.5,27.5,24.5,24.5
24,50.9,42.7,36.3,36.3,36.3,31.3,31.3,31.3,31.3,31.3
25,42.7,36.3,31.3,31.3,31.3,27.5,27.5,24.5,24.5,24.5
26,42.7,36.3,31.3,31.3,31.3,27.5,27.5,27.5,24.5,24.5
27,42.7,36.3,31.3,31.3,31.3,27.5,27.5,24.5,24.5,24.5
28,31.3,27.5,24.5,24.5,24.5,27.5,27.5,27.5,24.5,24.5
29,24.5,24.5,22.1,22.1,22.1,75.2,75.2,61.6,61.6,61.6
30,18.9,17.8,17.0,17.0,17.0,20.3,20.3,20.3,20.3,20.3
31,61.6,61.6,50.9,50.9,42.7,36.3,36.3,36.3,36.3,36.3
32,230.4,230.4,144.6,144.6,144.6,115.5,115.5,115.5,115.5,115.5
33,92.8,75.2,61.6,61.6,61.6,50.9,50.9,50.9,50.9,50.9
34,144.6,115.5,115.5,92.8,92.8,75.2,75.2,75.2,61.6,61.6
35,230.4,182.1,144.6,144.6,144.6,115.5,115.5,115.5,92.8,92.8
36,115.5,92.8,75.2,61.6,61.6,61.6,61.6,50.9,50.9,50.9
37,50.9,36.3,36.3,36.3,31.3,31.3,31.3,31.3,27.5,27.5
38,31.3,27.5,24.5,24.5,24.5,22.1,22.1,22.1,22.1,22.1
39,92.8,75.2,61.6,61.6,50.9,50.9,50.9,50.9,42.7,42.7
40,115.5,115.5,92.8,92.8,75.2,61.6,61.6,61.6,61.6,61.6
41,36.3,31.3,27.5,27.5,24.5,24.5,24.5,24.5,22.1,22.1
42,36.3,36.3,31.3,31.3,27.5,24.5,24.5,24.5,24.5,24.5
43,50.9,42.7,36.3,36.3,36.3,31.3,31.3,31.3,31.3,31.3
44,22.1,20.3,27.5,27.5,27.5,24.5,24.5,27.5,50.9,50.9
45,16.3,15.8,16.3,18.9,17.8,17.8,17.8,17.8,18.9,18.9
46,18.9,17.8,17.0,61.6,61.6,50.9,50.9,75.2,61.6,61.6
47,17.0,16.3,15.8,17.8,17.8,17.0,17.0,17.8,17.0,17.0
